"Cruise","Date","Depth","O2_uM","NO3_uM","H2S_uM","Depth_m"
18,"2008-02-13",0.01,225.237,18.871,0,10
18,"2008-02-13",0.02,220.985,23.974,0,20
18,"2008-02-13",0.04,201.769,29.204,0,40
18,"2008-02-13",0.06,197.947,23.981,0,60
18,"2008-02-13",0.075,193.762,23.831,0,75
18,"2008-02-13",0.085,150.404,22.961,0,85
18,"2008-02-13",0.09,122.448,21.851,0,90
18,"2008-02-13",0.097,108.289,20.322,0,97
18,"2008-02-13",0.1,99.786,19.408,0,100
18,"2008-02-13",0.11,39.637,19.353,0,110
18,"2008-02-13",0.12,9.637,14.671,0,120
18,"2008-02-13",0.135,4.903,13.554,0,135
18,"2008-02-13",0.15,4.381,9.827,0,150
18,"2008-02-13",0.165,4.019,9.759,0,165
18,"2008-02-13",0.185,3.789,11.465,0,185
18,"2008-02-13",0.2,3.631,11.875,0,200
19,"2008-03-19",0.01,229.936,27.557,0,10
19,"2008-03-19",0.02,210.676,28.372,0,20
19,"2008-03-19",0.04,192.929,22.181,0,40
19,"2008-03-19",0.06,202.167,21.737,0,60
19,"2008-03-19",0.075,195.872,28.735,0,75
19,"2008-03-19",0.085,159.509,28.408,0,85
19,"2008-03-19",0.09,145.056,23.103,0,90
19,"2008-03-19",0.097,102.521,21.826,0,97
19,"2008-03-19",0.1,86.467,25.822,0,100
19,"2008-03-19",0.11,39.079,24.038,0,110
19,"2008-03-19",0.12,12.503,19.346,0,120
19,"2008-03-19",0.135,4.353,14.905,0,135
19,"2008-03-19",0.15,3.863,8.729,0,150
19,"2008-03-19",0.165,3.612,6.253,0,165
19,"2008-03-19",0.185,3.414,8.032,0,185
19,"2008-03-19",0.2,3.347,7.508,0,200
20,"2008-04-09",0.01,263.06,19.2,0,10
20,"2008-04-09",0.02,243.001,17.383,0,20
20,"2008-04-09",0.04,223.152,17.369,0,40
20,"2008-04-09",0.06,194.258,17.579,0,60
20,"2008-04-09",0.075,178.606,18.406,0,75
20,"2008-04-09",0.085,177.887,24.462,0,85
20,"2008-04-09",0.09,155.521,26.099,0,90
20,"2008-04-09",0.097,130.801,25.353,0,97
20,"2008-04-09",0.1,120.904,20.537,0,100
20,"2008-04-09",0.11,48.353,11.934,0,110
20,"2008-04-09",0.12,18.13,13.23,0,120
20,"2008-04-09",0.135,4.819,11.924,0,135
20,"2008-04-09",0.15,4.289,8.806,0,150
20,"2008-04-09",0.165,4.003,6.035,0,165
20,"2008-04-09",0.185,3.753,0.624,0,185
21,"2008-05-14",0.01,244.862,10.899,0,10
21,"2008-05-14",0.02,213.458,NA,0,20
21,"2008-05-14",0.04,190.402,24.196,0,40
21,"2008-05-14",0.06,191.87,23.234,0,60
21,"2008-05-14",0.075,128.815,28.063,0,75
21,"2008-05-14",0.085,98.939,25.448,0,85
21,"2008-05-14",0.09,110.795,25.682,0,90
21,"2008-05-14",0.097,92.805,24.94,0,97
21,"2008-05-14",0.1,91.237,18.899,0,100
21,"2008-05-14",0.11,86.067,17.82,0,110
21,"2008-05-14",0.12,65.111,20.324,0,120
21,"2008-05-14",0.135,27.926,14.945,0,135
21,"2008-05-14",0.15,15.145,9.81,0,150
21,"2008-05-14",0.165,5.587,3.472,0,165
22,"2008-06-11",0.01,275.403,2.231,0,10
22,"2008-06-11",0.02,211.822,8.329,0,20
22,"2008-06-11",0.04,180.95,18.272,0,40
22,"2008-06-11",0.06,167.179,23.608,0,60
22,"2008-06-11",0.075,138.634,19.728,0,75
22,"2008-06-11",0.085,92.622,20.833,0,85
22,"2008-06-11",0.09,75.12,26.353,0,90
22,"2008-06-11",0.097,72.836,25.969,0,97
22,"2008-06-11",0.1,98.061,26.635,0,100
22,"2008-06-11",0.11,72.746,25.967,0,110
22,"2008-06-11",0.12,51.306,12.62,0,120
22,"2008-06-11",0.135,27.349,17.39,0,135
22,"2008-06-11",0.15,8.315,8.111,0,150
22,"2008-06-11",0.165,3.246,0.83,0,165
23,"2008-07-16",0.01,265.677,7.049,0,10
23,"2008-07-16",0.02,293.051,19.979,0,20
23,"2008-07-16",0.04,201.066,14.481,0,40
23,"2008-07-16",0.06,142.474,25.381,0,60
23,"2008-07-16",0.075,97.237,29.576,0,75
23,"2008-07-16",0.085,73.143,28.284,0,85
23,"2008-07-16",0.09,64.698,29.527,0,90
23,"2008-07-16",0.097,44.195,27.783,0,97
23,"2008-07-16",0.1,42.847,24.372,0,100
23,"2008-07-16",0.11,43.958,24.369,0,110
23,"2008-07-16",0.12,40.354,22.269,0,120
23,"2008-07-16",0.135,19.846,16.328,0,135
23,"2008-07-16",0.15,3.732,1.79,0,150
24,"2008-08-11",0.01,226.539,11.358,0,10
24,"2008-08-11",0.02,195.012,16.614,0,20
24,"2008-08-11",0.04,146.324,24.167,0,40
24,"2008-08-11",0.06,111.683,30.548,0,60
24,"2008-08-11",0.075,72.929,30.472,0,75
24,"2008-08-11",0.085,67.484,30.113,0,85
24,"2008-08-11",0.09,59.462,30.058,0,90
24,"2008-08-11",0.097,39.698,29.748,0,97
24,"2008-08-11",0.1,39.633,29.438,0,100
24,"2008-08-11",0.11,32.694,28.922,0,110
24,"2008-08-11",0.12,20.905,25.114,0,120
24,"2008-08-11",0.135,23.337,17.869,0,135
24,"2008-08-11",0.15,8.293,10.881,0,150
24,"2008-08-11",0.165,2.975,1.403,0,165
25,"2008-09-10",0.01,307.746,3.975,0,10
25,"2008-09-10",0.02,314.243,3.364,0,20
25,"2008-09-10",0.04,127.538,9.38,0,40
25,"2008-09-10",0.06,93.258,20.798,0,60
25,"2008-09-10",0.075,40.348,28.24,0,75
25,"2008-09-10",0.085,25.357,26.061,0,85
25,"2008-09-10",0.09,25.229,24.714,0,90
25,"2008-09-10",0.097,24.142,27.549,0,97
25,"2008-09-10",0.1,22.319,27.676,0,100
25,"2008-09-10",0.11,23.805,22.966,0,110
25,"2008-09-10",0.12,20.082,21.073,0,120
25,"2008-09-10",0.135,9.263,10.471,0,135
25,"2008-09-10",0.15,3.1,1.967,0,150
25,"2008-09-10",0.165,2.843,0,0,165
25,"2008-09-10",0.185,2.751,0,0,185
26,"2008-10-15",0.01,203.533,23.931,0,10
26,"2008-10-15",0.02,183.787,NA,0,20
26,"2008-10-15",0.04,130.579,26.002,0,40
26,"2008-10-15",0.06,91.115,29.718,0,60
26,"2008-10-15",0.075,69.828,29.83,0,75
26,"2008-10-15",0.085,26.972,27.463,0,85
26,"2008-10-15",0.09,11.066,25.093,0,90
26,"2008-10-15",0.097,8.997,23.256,0,97
26,"2008-10-15",0.1,6.605,21.495,0,100
26,"2008-10-15",0.11,5.933,7.029,0,110
26,"2008-10-15",0.12,2.891,1.699,0,120
26,"2008-10-15",0.135,2.766,0.465,0,135
26,"2008-10-15",0.15,14.465,15.068,0,150
26,"2008-10-15",0.165,24.239,19.544,0,165
26,"2008-10-15",0.2,26.766,20.941,0,200
28,"2008-12-10",0.01,192.933,NA,0,10
28,"2008-12-10",0.02,169.22,NA,0,20
28,"2008-12-10",0.04,132.856,NA,0,40
28,"2008-12-10",0.06,129.991,NA,0,60
28,"2008-12-10",0.075,106.107,NA,0,75
28,"2008-12-10",0.085,82.813,NA,0,85
28,"2008-12-10",0.09,49.782,NA,0,90
28,"2008-12-10",0.097,18.993,NA,0,97
28,"2008-12-10",0.1,13.758,NA,0,100
28,"2008-12-10",0.11,6.745,NA,0,110
28,"2008-12-10",0.12,5.431,NA,0,120
28,"2008-12-10",0.135,2.834,NA,0,135
28,"2008-12-10",0.15,4.273,NA,0,150
28,"2008-12-10",0.165,8.985,NA,0,165
28,"2008-12-10",0.185,5.58,NA,0,185
28,"2008-12-10",0.2,3.469,NA,0,200
29,"2009-01-14",0.01,180.112,29.053,0,10
29,"2009-01-14",0.02,176.912,29.368,0,20
29,"2009-01-14",0.04,159.672,33.608,0,40
29,"2009-01-14",0.06,185.175,30.155,0,60
29,"2009-01-14",0.075,158.581,29.622,0,75
29,"2009-01-14",0.085,145.795,15.151,0,85
29,"2009-01-14",0.09,119.106,27.301,0,90
29,"2009-01-14",0.097,94.178,7.6,0,97
29,"2009-01-14",0.1,83.14,23.506,0,100
29,"2009-01-14",0.11,34.092,23.205,0,110
29,"2009-01-14",0.12,6.15,9.67,0,120
29,"2009-01-14",0.135,3.252,8.172,0,135
29,"2009-01-14",0.15,3.056,8.261,0,150
29,"2009-01-14",0.165,3.924,15.469,0,165
29,"2009-01-14",0.185,3.638,16.061,0,185
29,"2009-01-14",0.2,2.97,14.611,0,200
30,"2009-02-11",0.01,179.889,29.764,0,10
30,"2009-02-11",0.02,179.873,29.859,0,20
30,"2009-02-11",0.04,155.431,19.155,0,40
30,"2009-02-11",0.06,144.918,23.15,0,60
30,"2009-02-11",0.075,138.62,28.344,0,75
30,"2009-02-11",0.085,127.748,29.084,0,85
30,"2009-02-11",0.09,108.819,27.34,0,90
30,"2009-02-11",0.097,135.339,29.18,0,97
30,"2009-02-11",0.1,132.428,28.124,0,100
30,"2009-02-11",0.11,120.848,21.706,0,110
30,"2009-02-11",0.12,91.28,14.743,0,120
30,"2009-02-11",0.135,51.482,10.226,0,135
30,"2009-02-11",0.15,19.471,11.458,0,150
30,"2009-02-11",0.165,13.602,9.944,0,165
30,"2009-02-11",0.185,6.464,5.033,0,185
31,"2009-03-11",0.01,223.706,20.116,0,10
31,"2009-03-11",0.02,191.093,27.686,0,20
31,"2009-03-11",0.04,190.467,28.168,0,40
31,"2009-03-11",0.06,179.822,30.357,0,60
31,"2009-03-11",0.075,160.813,28.429,0,75
31,"2009-03-11",0.085,147.505,29.995,0,85
31,"2009-03-11",0.09,141.803,30.109,0,90
31,"2009-03-11",0.097,115.215,29.465,0,97
31,"2009-03-11",0.1,121.192,28.637,0,100
31,"2009-03-11",0.11,55.027,25.751,0,110
31,"2009-03-11",0.12,22.043,13.465,0,120
31,"2009-03-11",0.135,4.009,12.578,0,135
31,"2009-03-11",0.15,2.97,8.769,0,150
31,"2009-03-11",0.165,2.888,5.786,0,165
31,"2009-03-11",0.185,2.87,0.2,0,185
32,"2009-04-08",0.01,251.361,15.569,0,10
32,"2009-04-08",0.02,245.534,21.441,0,20
32,"2009-04-08",0.04,226.374,24.654,0,40
32,"2009-04-08",0.06,178.306,30.059,0,60
32,"2009-04-08",0.075,144.205,29.751,0,75
32,"2009-04-08",0.085,139.684,28.627,0,85
32,"2009-04-08",0.09,142.206,29.178,0,90
32,"2009-04-08",0.097,134.967,28.81,0,97
32,"2009-04-08",0.1,121.042,28.704,0,100
32,"2009-04-08",0.11,68.94,26.86,0,110
32,"2009-04-08",0.12,31,21.692,0,120
32,"2009-04-08",0.135,3.888,14.558,0,135
32,"2009-04-08",0.15,2.922,7.48,0,150
32,"2009-04-08",0.165,2.797,0,0,165
32,"2009-04-08",0.185,2.721,0,0,185
34,"2009-06-16",0.01,253.67,4.995,0,10
34,"2009-06-16",0.02,210.178,11.274,0,20
34,"2009-06-16",0.04,184.483,16.979,0,40
34,"2009-06-16",0.06,147.846,17.791,0,60
34,"2009-06-16",0.075,121.339,21.184,0,75
34,"2009-06-16",0.085,97.848,24.26,0,85
34,"2009-06-16",0.09,82.19,29.125,0,90
34,"2009-06-16",0.097,59.7,29.798,0,97
34,"2009-06-16",0.1,52.963,25.241,0,100
34,"2009-06-16",0.11,37.242,28.687,0,110
34,"2009-06-16",0.12,17.708,20.003,0,120
34,"2009-06-16",0.135,11.159,19.226,0,135
34,"2009-06-16",0.15,2.826,3.839,0,150
34,"2009-06-16",0.165,2.743,0,0,165
34,"2009-06-16",0.185,0,0,0,185
35,"2009-07-13",0.01,275.771,5.016,0,10
35,"2009-07-13",0.02,211.701,4.062,0,20
35,"2009-07-13",0.04,165.11,13.06,0,40
35,"2009-07-13",0.06,125.527,24.438,0,60
35,"2009-07-13",0.075,106.317,28.036,0,75
35,"2009-07-13",0.085,72.088,25.212,0,85
35,"2009-07-13",0.09,64.018,28.004,0,90
35,"2009-07-13",0.097,41.172,33.413,0,97
35,"2009-07-13",0.1,31.223,18.547,0,100
35,"2009-07-13",0.11,18.433,17.912,0,110
35,"2009-07-13",0.12,9.718,21.351,0,120
35,"2009-07-13",0.135,3.027,11.562,0,135
36,"2009-08-11",0.01,166.2,9.42,0,10
36,"2009-08-11",0.02,151.906,17.022,0,20
36,"2009-08-11",0.04,131.509,17.594,0,40
36,"2009-08-11",0.06,105.17,27.158,0,60
36,"2009-08-11",0.075,46.48,30.524,0,75
36,"2009-08-11",0.085,35.268,31.499,0,85
36,"2009-08-11",0.09,32.885,28.75,0,90
36,"2009-08-11",0.097,36.795,27.617,0,97
36,"2009-08-11",0.1,32.404,28.293,0,100
36,"2009-08-11",0.11,30.507,18.747,0,110
36,"2009-08-11",0.12,17.745,20.214,0,120
36,"2009-08-11",0.135,16.749,15.943,0,135
36,"2009-08-11",0.15,3.625,7.862,0,150
37,"2009-09-01",0.01,175.573,15.792,0,10
37,"2009-09-01",0.02,141.714,22.07,0,20
37,"2009-09-01",0.04,112.42,25.486,0,40
37,"2009-09-01",0.06,94.516,28.117,0,60
37,"2009-09-01",0.08,32.264,29.988,0,80
37,"2009-09-01",0.1,15.147,27.989,0,100
37,"2009-09-01",0.11,14.336,23.291,0,110
37,"2009-09-01",0.12,21.157,20.234,0,120
37,"2009-09-01",0.125,16.62,18.09,0,125
37,"2009-09-01",0.13,10.401,15.369,0,130
37,"2009-09-01",0.135,17.15,15.673,0,135
37,"2009-09-01",0.14,9.485,10.825,0,140
37,"2009-09-01",0.15,9.331,5.495,0,150
38,"2009-10-14",0.01,139.925,10.996,0,10
38,"2009-10-14",0.02,115.485,18.311,0,20
38,"2009-10-14",0.04,110.568,24.374,0,40
38,"2009-10-14",0.06,65.575,23.644,0,60
38,"2009-10-14",0.075,13.392,25.202,0,75
38,"2009-10-14",0.085,13.897,24.769,0,85
38,"2009-10-14",0.09,12.857,20.579,0,90
38,"2009-10-14",0.097,16.509,24.84,0,97
38,"2009-10-14",0.1,13.159,25.562,0,100
38,"2009-10-14",0.11,11.659,20.913,0,110
38,"2009-10-14",0.12,11.019,20.615,0,120
38,"2009-10-14",0.135,6.462,6.755,0,135
38,"2009-10-14",0.15,4.946,1.543,0,150
38,"2009-10-14",0.165,3.159,0,0,165
39,"2009-11-10",0.01,122.45,26.807,0,10
39,"2009-11-10",0.02,114.751,22.603,0,20
39,"2009-11-10",0.04,113.991,26.992,0,40
39,"2009-11-10",0.06,127.871,27.432,0,60
39,"2009-11-10",0.075,89.315,28.01,0,75
39,"2009-11-10",0.085,32.234,27.711,0,85
39,"2009-11-10",0.09,21.06,24.595,0,90
39,"2009-11-10",0.097,10.215,24.466,0,97
39,"2009-11-10",0.1,11.91,23.419,0,100
39,"2009-11-10",0.11,7.654,22.967,0,110
39,"2009-11-10",0.12,7.036,19.809,0,120
39,"2009-11-10",0.135,8.762,16.843,0,135
39,"2009-11-10",0.15,2.838,11.387,0,150
39,"2009-11-10",0.165,2.709,0.447,0,165
40,"2009-12-09",0.01,190.072,28.583,0,10
40,"2009-12-09",0.02,186.997,28.306,0,20
40,"2009-12-09",0.04,179.663,28.586,0,40
40,"2009-12-09",0.06,159.655,28.823,0,60
40,"2009-12-09",0.075,110.585,28.431,0,75
40,"2009-12-09",0.085,94.856,28.268,0,85
40,"2009-12-09",0.09,78.659,28.299,0,90
40,"2009-12-09",0.097,48.258,28.05,0,97
40,"2009-12-09",0.1,33.718,28.583,0,100
40,"2009-12-09",0.11,9.731,23.217,0,110
40,"2009-12-09",0.12,4.643,19.044,0,120
40,"2009-12-09",0.135,2.961,15.18,0,135
40,"2009-12-09",0.165,2.45,0.334,0,165
40,"2009-12-09",0.185,2.404,0.069,0,185
42,"2010-02-10",0.01,182.41,28.631,0,10
42,"2010-02-10",0.02,178.794,28.395,0,20
42,"2010-02-10",0.04,172.815,26.722,0,40
42,"2010-02-10",0.06,178.696,28.364,0,60
42,"2010-02-10",0.075,175.546,24.653,0,75
42,"2010-02-10",0.085,120.038,21.846,0,85
42,"2010-02-10",0.09,97.057,28.73,0,90
42,"2010-02-10",0.097,64.792,29.006,0,97
42,"2010-02-10",0.1,54.736,26.381,0,100
42,"2010-02-10",0.11,19.489,23.392,0,110
42,"2010-02-10",0.12,7.77,19.668,0,120
42,"2010-02-10",0.135,2.833,13.923,0,135
42,"2010-02-10",0.15,2.794,2.198,0,150
43,"2010-03-10",0.01,220.035,26.736,0,10
43,"2010-03-10",0.02,196.946,28.871,0,20
43,"2010-03-10",0.04,182.653,30.404,0,40
43,"2010-03-10",0.06,203.222,29.365,0,60
43,"2010-03-10",0.075,193.937,28.114,0,75
43,"2010-03-10",0.085,139.901,28.472,0,85
43,"2010-03-10",0.09,77.085,29.523,0,90
43,"2010-03-10",0.097,41.637,30.131,0,97
43,"2010-03-10",0.1,29.028,28.547,0,100
43,"2010-03-10",0.11,11.014,26.737,0,110
43,"2010-03-10",0.12,2.847,17.887,0,120
43,"2010-03-10",0.135,2.678,9.596,0,135
45,"2010-05-12",0.01,295.488,0.011,0,10
45,"2010-05-12",0.02,267.717,6.76,0,20
45,"2010-05-12",0.04,222.196,19.174,0,40
45,"2010-05-12",0.06,204.259,23.873,0,60
45,"2010-05-12",0.075,173.04,25.344,0,75
45,"2010-05-12",0.085,144.362,26.584,0,85
45,"2010-05-12",0.09,96.356,27.079,0,90
45,"2010-05-12",0.097,40.745,29.673,0,97
45,"2010-05-12",0.1,23.731,28.666,0,100
45,"2010-05-12",0.11,8.426,24.981,0,110
45,"2010-05-12",0.12,4.043,13.856,0,120
45,"2010-05-12",0.135,2.989,5.59,0,135
46,"2010-06-16",0.01,324.894,5.143,0,10
46,"2010-06-16",0.02,259.321,10.939,0,20
46,"2010-06-16",0.04,195.833,8.572,0,40
46,"2010-06-16",0.06,180.677,19.214,0,60
46,"2010-06-16",0.075,146.143,27.842,0,75
46,"2010-06-16",0.085,110.852,27.651,0,85
46,"2010-06-16",0.09,94.162,27.795,0,90
46,"2010-06-16",0.097,71.988,27.179,0,97
46,"2010-06-16",0.1,67.024,25.973,0,100
46,"2010-06-16",0.11,13.217,19.779,0,110
46,"2010-06-16",0.12,3.51,6.058,0,120
47,"2010-07-07",0.01,325.775,3.969,0,10
47,"2010-07-07",0.02,330.009,0.568,0,20
47,"2010-07-07",0.04,216.146,14.34,0,40
47,"2010-07-07",0.06,166.328,25.642,0,60
47,"2010-07-07",0.075,137.412,26.684,0,75
47,"2010-07-07",0.085,87.047,27.905,0,85
47,"2010-07-07",0.09,68.509,27.662,0,90
47,"2010-07-07",0.097,42.795,26.309,0,97
47,"2010-07-07",0.1,31.424,25.392,0,100
47,"2010-07-07",0.11,11.318,20.211,0,110
47,"2010-07-07",0.12,3.458,7.31,0,120
48,"2010-08-11",0.01,199.383,7.852,0,10
48,"2010-08-11",0.02,167.971,18.021,0,20
48,"2010-08-11",0.04,140.958,25.367,0,40
48,"2010-08-11",0.06,62.284,28.896,0,60
48,"2010-08-11",0.075,46.059,22.644,0,75
48,"2010-08-11",0.085,65.508,22.192,0,85
48,"2010-08-11",0.09,67.743,22.887,0,90
48,"2010-08-11",0.1,72.208,21.288,0,100
48,"2010-08-11",0.11,29.497,23.683,0,110
49,"2010-09-08",0.01,189.234,11.4,0,10
