"","Saanich_010","Saanich_100","Saanich_120","Saanich_135","Saanich_150","Saanich_165","Saanich_200"
"Otu1310",5,5,2,2,15,2,6
"Otu1311",5,2,2,5,2,2,7
"Otu1312",2,2,5,2,2,2,18
"Otu1313",8,4,2,4,5,29,4
"Otu1314",74,3,2,15,12,5,4
"Otu1315",2,2,2,9,2,4,9
"Otu1316",4,7,4,2,2,9,3
"Otu1317",74,5,4,9,3,2,8
"Otu1318",6,2,5,2,8,2,18
"Otu1319",2,2,2,2,2,9,11
"Otu1320",2,2,9,8,2,2,9
"Otu1321",9,2,2,8,8,4,2
"Otu1322",2,2,9,15,6,4,2
"Otu1323",1,6,9,8,2,6,5
"Otu1324",8,2,2,2,2,23,9
"Otu1325",2,2,3,2,4,2,9
"Otu1326",8,14,20,10,4,6,9
"Otu1327",4,5,2,2,2,9,8
"Otu1328",82,16,2,2,2,7,4
"Otu1329",2,3,2,4,2,7,2
"Otu1330",2,6,2,6,2,6,3
"Otu1331",12,5,2,2,2,29,2
"Otu1332",147,6,6,5,6,8,3
"Otu1333",2,7,2,2,23,2,6
"Otu1334",74,3,6,10,5,2,2
"Otu1335",2,6,6,5,2,2,2
"Otu1336",7,2,2,2,2,7,9
"Otu1337",7,3,2,4,2,9,2
"Otu1338",8,4,2,2,3,23,2
"Otu1339",5,4,2,2,15,43,22
"Otu1340",2,9,39,23,10,2,9
"Otu1341",2,7,8,7,2,29,2
"Otu1342",4,2,4,11,35,7,2
"Otu1343",28,2,2,4,3,9,2
"Otu1344",872,2,4,23,3,2,91
"Otu1345",2,6,2,2,2,29,4
"Otu1346",2,4,4,2,2,9,117
"Otu1347",8,34,2,3,4,4,2
"Otu1348",2,4,4,5,6,2,4
"Otu1349",8,4,18,12,4,2,116
"Otu1350",14,1,4,4,2,8,11
"Otu1351",5,2,8,4,12,8,9
"Otu1352",14,3,3,2,2,6,4
"Otu1353",2,6,2,6,2,4,5
"Otu1354",74,7,2,4,3,4,4
"Otu1355",3,2,2,2,2,4,4
"Otu1356",4,3,8,2,2,6,2
"Otu1357",2,2,3,2,2,4,8
"Otu1358",6,6,2,1,2,23,7
"Otu1359",4012,160,2,104,76,2,8
"Otu1360",593,8,436,138,752,423,92
"Otu1361",2,6,10,2,20,4,2
"Otu1362",13,8,4,2,2,4,9
"Otu1363",5,9,3,2,2,23,8
"Otu1364",5,2,5,1,3,4,116
"Otu1365",2,7,2,2,2,2,6
"Otu1366",2,2,8,2,2,2,8
"Otu1367",10,2,2,4,17,4,8
"Otu1368",13,2,2,10,2,2,6
"Otu1369",2,2,6,17,13,4,2
"Otu1370",21,8,4,2,4,2,9
"Otu1371",5,4,6,2,23,6,18
"Otu1372",2,4,2,6,2,3,13
"Otu1373",2,4,2,2,2,3,3
"Otu1374",4,2,6,2,4,2,18
"Otu1375",5,2,8,5,2,2,6
"Otu1376",2,6,2,2,15,2,2
"Otu1377",2,4,5,4,4,4,4
"Otu1378",11,2,2,4,2,4,100
"Otu1379",2,6,2,2,2,4,8
"Otu1380",2,2,3,2,6,2,8
"Otu1381",4,2,4,6,2,29,2
"Otu1382",6,2,2,4,7,9,4
"Otu1383",8,2,2,2,15,5,2
"Otu1384",44,8,4,3,2,9,3
"Otu1385",2,4,2,2,2,3,2
"Otu1386",8,3,48,63,47,191,2
"Otu1387",8,4,6,2,5,2,116
"Otu1388",8,2,2,4,2,4,4
"Otu1389",4,2,2,7,2,3,2
"Otu1390",3,7,4,4,2,4,3
"Otu1391",8,3,5,4,2,2,4
"Otu1392",4,2,2,2,4,2,22
"Otu1393",2,4,2,2,2,2,7
"Otu1394",2,3,2,2,2,9,4
"Otu1395",2,3,5,6,2,2,20
"Otu1396",5,4,4,3,33,3,6
"Otu1397",2,4,4,4,2,23,4
"Otu1398",2,48,2,2,2,6,2
"Otu1399",13,6,2,4,2,2,7
"Otu1400",4,4,4,2,13,15,6
"Otu1401",2,4,2,4,3,4,8
"Otu1402",2,2,4,8,2,2,31
"Otu1403",4,2,2,2,2,2,11
"Otu1404",2,6,2,2,2,23,5
"Otu1405",3,4,2,2,4,17,7
"Otu1406",2,3,2,2,4,9,2
"Otu1407",6,4,4,2,7,40,22
"Otu1408",5,2,4,2,2,2,2
"Otu1409",6,2,6,3,2,2,2
"Otu1410",11,4,4,6,2,4,3
"Otu1411",8,3,4,14,6,4,12
"Otu1412",74,2,2,2,6,6,2
"Otu1413",2,2,6,6,3,4,4
"Otu1414",6,206,269,159,112,10,2
"Otu1415",3,5,6,6,4,2,8
"Otu1416",2,2,2,2,4,2,4
"Otu1417",4,2,4,2,2,2,4
"Otu1418",8,41,2,4,3,2,2
"Otu1419",2,7,2,2,23,8,8
"Otu1420",2,6,2,2,2,3,4
"Otu1421",2,2,2,2,23,4,116
"Otu1422",5,2,6,2,8,2,6
"Otu1423",2,2,4,2,2,2,6
"Otu1424",5,2,6,8,4,3,2
"Otu1425",2,95,2,2,1,84,8
"Otu1426",8,2,2,4,2,2,5
"Otu1427",2,2,2,3,4,21,4
"Otu1428",27,8,2,2,16,2,117
"Otu1429",4,4,6,4,4,2,2
"Otu1430",2,4,4,2,2,2,117
"Otu1431",14,4,4,4,2,29,5
"Otu1432",2,2,2,4,2,29,4
"Otu1433",4,4,2,10,8,2,2
"Otu1434",2,4,4,4,2,29,5
"Otu1435",14,3,2,2,4,2,6
"Otu1436",2,14,2,4,2,8,2
"Otu1437",13,4,2,2,2,23,20
"Otu1438",8,8,2,14,28,2,3
"Otu1439",5,2,4,2,2,9,10
"Otu1440",7,2,2,2,2,8,7
"Otu1441",8,6,2,7,2,2,6
"Otu1442",11,8,14,2,7,2,4
"Otu1443",2,4,2,2,23,6,116
"Otu1444",2,2,2,10,5,2,8
"Otu1445",6,9,20,11,2,4,2
"Otu1446",4,2,2,2,4,4,4
"Otu1447",2,6,2,54,5,2,2
"Otu1448",2,4,2,4,2,6,3
"Otu1449",13,4,4,4,2,9,2
"Otu1450",8,31,3,2,2,21,2
"Otu1451",2,5,2,2,2,4,5
"Otu1452",2,2,4,2,2,2,2
"Otu1453",2,4,2,7,8,2,4
"Otu1454",2,2,4,4,2,21,7
"Otu1455",2,2,2,2,2,17,5
"Otu1456",74,9,5,10,2,2,8
"Otu1457",5,2,4,2,2,2,2
"Otu1458",2,2,4,8,2,4,3
"Otu1459",2,7,2,2,3,6,4
"Otu1460",8,2,7,10,24,2,3
"Otu1461",4,2,2,4,3,8,12
"Otu1462",4,2,2,2,4,2,4
"Otu1463",1,8,8,5,17,4,116
"Otu1464",2,2,2,5,2,2,4
"Otu1465",2,4,2,4,2,6,2
"Otu1466",2,4,12,2,2,2,4
"Otu1467",8,2,7,4,2,2,2
"Otu1468",6,2,2,2,2,23,2
"Otu1469",74,3,2,7,2,4,8
"Otu1470",7,3,6,6,2,8,5
"Otu1471",13,2,2,4,4,1,5
"Otu1472",8,2,12,15,6,2,2
"Otu1473",9,8,16,6,2,7,4
"Otu1474",4,6,2,2,2,9,2
"Otu1475",2,11,2,2,4,29,2
"Otu1476",2,3,2,2,2,8,8
"Otu1477",8,8,10,2,8,8,9
"Otu1478",2,2,2,4,2,6,3
"Otu1479",6,6,13,2,4,11,6
"Otu1480",2,4,2,4,2,4,2
"Otu1481",6,2,2,2,2,2,3
"Otu1482",8,4,2,2,15,8,6
"Otu1483",8,5,5,3,2,4,3
"Otu1484",105,2,6,8,6,2,8
"Otu1485",13,7,4,2,3,4,9
"Otu1486",2,7,2,2,2,3,4
"Otu1487",5,2,5,7,5,23,14
"Otu1488",7,2,2,3,6,2,5
"Otu1489",2,3,2,2,2,9,11
"Otu1490",2,3,3,4,4,2,7
"Otu1491",86,4,3,4,2,2,2
"Otu1492",7,2,2,16,2,2,85
"Otu1493",2,2,2,3,5,2,3
"Otu1494",7,10,2,2,2,29,7
"Otu1495",2,2,3,4,4,2,4
"Otu1496",2,7,45,30,2,2,2
"Otu1497",2,5,2,45,55,3,2
"Otu1498",11,2,7,5,4,9,10
"Otu1499",13,3,2,2,4,2,2
"Otu1500",2,2,5,2,6,8,18
"Otu1501",5,9,2,2,3,4,3
"Otu1502",2,3,2,5,2,2,7
"Otu1503",13,5,2,2,12,2,22
"Otu1504",6,2,2,4,2,7,3
"Otu1505",2,3,3,2,4,2,4
"Otu1506",74,2,2,7,2,5,2
"Otu1507",13,4,3,2,4,2,4
"Otu1508",4,5,2,19,2,2,41
"Otu1509",5,59,8,2,2,2,2
"Otu1510",13,2,2,2,2,7,5
"Otu1511",2,20,7,29,47,2,41
"Otu1512",2,2,5,11,13,9,3
"Otu1513",2,9,2,2,4,21,7
"Otu1514",2,5,6,8,5,6,2
"Otu1515",2,5,3,8,7,6,736
"Otu1516",7,2,2,2,2,21,4
"Otu1517",7,4,4,2,2,9,2
"Otu1518",2,2,4,3,4,2,3
"Otu1519",2,5,20,11,2,2,9
"Otu1520",2,7,2,2,3,21,4
"Otu1521",2,2,5,7,2,2,100
"Otu1522",79,4,5,5,3,4,2
"Otu1523",5,4,2,2,2,9,7
"Otu1524",7,8,3,2,22,2,6
"Otu1525",13,2,2,4,2,2,5
"Otu1526",7,2,5,10,15,2,2
"Otu1527",2,5,2,2,3,23,2
"Otu1528",3,7,2,2,2,3,6
"Otu1529",7,7,2,2,15,2,6
"Otu1530",2,6,4,6,10,2,7
"Otu1531",5,7,4,7,2,2,2
"Otu1532",5,2,8,2,2,2,9
"Otu1533",3,2,4,4,2,2,4
"Otu1534",6,7,6,4,2,1,3
"Otu1535",2,2,2,2,2,5,2
"Otu1536",7,6,2,17,20,4,2
"Otu1537",7,4,2,8,3,3,4
"Otu1538",21,7,10,10,18,2,4
"Otu1539",5,7,9,2,2,2,8
"Otu1540",7,2,2,6,2,2,31
"Otu1541",5,2,2,8,4,3,2
"Otu1542",5,7,2,2,2,3,2
"Otu1543",2,2,2,7,2,3,2
"Otu1544",7,2,2,2,4,9,4
"Otu1545",7,5,2,2,12,13,22
"Otu1546",2,3,4,2,23,2,8
"Otu1547",13,2,2,2,3,4,9
"Otu1548",7,5,6,17,2,2,11
"Otu1549",7,3,2,18,19,4,2
"Otu1550",2,5,2,3,2,9,2
"Otu1551",7,7,3,2,2,29,4
"Otu1552",7,2,2,2,2,3,3
"Otu1553",29,2,6,2,8,2,7
"Otu1554",181,5,5,2,185,832,8
"Otu1555",18,2,23,5,11,5,4
"Otu1556",2,6,2,8,4,9,64
"Otu1557",2,3,6,12,13,9,77958
"Otu1558",5,4,4,8,2,2,4
"Otu1559",2,8,9,9,3,2,6
"Otu1560",4,7,6,2,8,2,116
"Otu1561",2,4,2,8,2,4,2
"Otu1562",3,2,2,2,2,2,11
"Otu1563",6,4,2,2,23,95,5
"Otu1564",4,2,28,34,4,21,2
"Otu1565",2,2,2,2,2,1,6
"Otu1566",14,4,2,2,4,2,11
"Otu1567",4,2,2,4,4,29,5
"Otu1568",2,4,2,2,4,23,7
"Otu1569",8,7,11,11,6,6,2
"Otu1570",167,4,2,15,2,2,6
"Otu1571",6,2,2,2,2,2,4
"Otu1572",6,2,2,2,23,2,18
"Otu1573",163,151,143,18,2,448,6
"Otu1574",6,2,2,2,4,2,4
"Otu1575",4,6,4,8,2,3,4
"Otu1576",14,4,5,2,2,4,2
"Otu1577",2,2,2,2,2,1,11
"Otu1578",2,2,2,2,2,17,8
"Otu1579",4,4,2,2,102,17,9
"Otu1580",6,9,4,2,6,2,2
"Otu1581",2,2,2,2,2,2,4
"Otu1582",6,2,2,2,2,4,9
"Otu1583",6,11,7,6,2,4,6
"Otu1584",14,8,3,2,22,6,2
"Otu1585",2,6,5,7,2,9,2
"Otu1586",4,2,2,4,2,6,2
"Otu1587",2,3,6,16,19,9,2
"Otu1588",2,2,2,2,2,2,4
"Otu1589",4,2,2,2,12,2,6
"Otu1590",2,2,4,2,2,2,6
"Otu1591",3,4,4,4,2,6,8
"Otu1592",13,4,2,6,4,4,2
"Otu1593",79,6,2,2,4,2,2
"Otu1594",2,4,2,6,2,4,5
"Otu1595",2,2,3,17,4,3,85
"Otu1596",2,10,6,17,4,6,85
"Otu1597",2,4,2,17,2,4,28
"Otu1598",6,93,109,15,8,2,74
"Otu1599",6,9,8,2,2,9,18
"Otu1600",6,2,5,2,9,2,18
"Otu1601",2,3,8,2,2,6,6
"Otu1602",2,2,4,11,2,4,6
"Otu1603",6,4,6,16,11,2,55
"Otu1604",2,66,31,2,4,4,2
"Otu1605",4,2,2,2,4,2,3
"Otu1606",4,2,2,2,15,4,2
"Otu1607",6,5,2,2,2,3,11
"Otu1608",6,9,2,2,4,17,2
"Otu1609",8,2,2,2,4,2,3
"Otu1610",6,2,2,2,5,2,117
"Otu1611",2,9,3,2,4,23,4
"Otu1612",6,8,2,2,2,9,4
"Otu1613",4,2,2,2,4,2,3
"Otu1614",6,7,2,3,2,4,4
"Otu1615",6,2,2,2,2,3,11
"Otu1616",6,2,5,2,2,2,116
"Otu1617",4,4,2,7,8,2,2
"Otu1618",6,4,2,4,2,2,14
"Otu1619",4,2,2,2,4,2,22
"Otu1620",2,2,2,2,2,2,4
"Otu1621",6,2,23,61,41,2,91
"Otu1622",4,2,2,2,2,1,4
"Otu1623",8,23,15,4,6,2,6
"Otu1624",4,2,2,2,4,9,3
"Otu1625",11,4,2,2,17,2,18
"Otu1626",6,4,2,2,4,9,5
"Otu1627",7,6,3,4,2,6,12
"Otu1628",6,2,2,2,2,2,9
"Otu1629",2,4,5,7,2,4,4
"Otu1630",5,2,2,2,2,2,4
"Otu1631",13,3,2,2,4,2,4
"Otu1632",19,2,2,2,2,23,6
"Otu1633",2,2,2,2,2,21,8
"Otu1634",3,4,2,2,4,9,3
"Otu1635",2,10,2,2,2,4,4
"Otu1636",2,2,2,4,2,2,4
"Otu1637",2,6,2,2,2,6,4
"Otu1638",2,24,4,2,4,9,4
"Otu1639",6,2,2,2,17,6,2
"Otu1640",6,12,15,9,2,4,2
"Otu1641",2,3,4,2,2,2,2
"Otu1642",2,2,4,2,2,9,2
"Otu1643",2,6,2,26,2,17,13
"Otu1644",8,6,2,4,4,9,3
"Otu1645",4,4,2,2,2,9,6
"Otu1646",5,4,6,4,2,21,3
"Otu1647",6,2,4,2,23,6,9
"Otu1648",5,6,2,6,2,2,7
"Otu1649",3,2,2,2,2,21,4
"Otu1650",6,6,2,2,23,2,2
"Otu1651",5,4,6,2,2,2,18
"Otu1652",14,2,4,9,18,2,2
"Otu1653",5,9,2,7,2,4,6
"Otu1654",39,6,5,2,4,2,2
"Otu1655",6,2,2,3,6,2,3
"Otu1656",2,2,2,2,4,9,3
"Otu1657",2,2,69,50,2,2,4
"Otu1658",6,3,2,3,2,17,2
"Otu1659",2,2,2,2,2,6,3
"Otu1660",6,9,2,2,17,2,10
"Otu1661",2,2,2,2,2,2,9
"Otu1662",2,5,2,2,4,4,5
"Otu1663",2,2,4,8,8,2,2
"Otu1664",4,2,2,2,2,23,2
"Otu1665",11,6,6,4,6,4,22
"Otu1666",2,9,2,7,1,69,6
"Otu1667",2,2,2,24,2,2,6
"Otu1668",2,4,4,4,102,2,292
"Otu1669",2,2,2,6,2,9,13
"Otu1670",2,5,2,2,4,4,4
"Otu1671",4,2,2,2,2,29,4
"Otu1672",6,3,3,6,33,2,6
"Otu1673",6,6,2,2,23,2,2
"Otu1674",2,2,4,1,15,4,32
"Otu1675",13,6,2,2,3,29,12
"Otu1676",5,81,2,4,13,2,6
"Otu1677",2,2,2,2,4,9,6
"Otu1678",2,2,4,2,5,4,2
"Otu1679",2,2,2,4,15,2,22
"Otu1680",2,4,5,8,2,4,2
"Otu1681",2,1,5,11,4,4,2
"Otu1682",3,4,6,6,2,9,4
"Otu1683",2,6,9,3,25,8,6
"Otu1684",8,3,4,8,2,4,6
"Otu1685",6,6,2,2,2,29,100
"Otu1686",13,2,2,2,2,4,4
"Otu1687",2,4,18,25,4,69,2
"Otu1688",206,7,2,2,4,11,5
"Otu1689",2,4,2,2,14,13,2
"Otu1690",11,2,2,6,3,2,4
"Otu1691",8,2,2,2,2,2,11
"Otu1692",2,2,2,2,2,2,2
"Otu1693",8,6,4,4,4,2,8
"Otu1694",2,2,28,21,2,2,4
"Otu1695",2,4,6,4,4,2,2
"Otu1696",2,3,18,8,2,2,4
"Otu1697",14,2,2,2,2,2,2
"Otu1698",4,4,2,2,12,2,6
"Otu1699",21,4,2,2,7,2,6
"Otu1700",2,2,2,2,2,2,6
"Otu1701",6,4,5,6,2,6,2
"Otu1702",2,54,148,115,1268,567,6
"Otu1703",4,2,2,2,2,23,6
"Otu1704",4,4,2,2,2,21,6
"Otu1705",167,2,2,2,2,4,6
"Otu1706",6,15,2,4,2,4,4
"Otu1707",19,14,2,5,2,21,4
"Otu1708",4,12,10,6,2,1,4
"Otu1709",5,9,2,2,36,2,6
"Otu1710",2,14,6,6,15,2,7
"Otu1711",6,2,2,16,19,6,2
"Otu1712",4,4,2,2,2,23,4
"Otu1713",24197,2,4,610,189,75,119
"Otu1714",3,4,3,4,6,2,2
"Otu1715",4,2,2,2,12,2,2
"Otu1716",4,6,2,1,6,2,117
"Otu1717",6,34,22,4,2,2,9
"Otu1718",4,2,6,13,2,3,17
"Otu1719",4,2,5,6,2,2,20
"Otu1720",2,4,2,2,2,17,6
"Otu1721",4,2,2,2,15,2,18
"Otu1722",4,2,2,7,2,2,7
"Otu1723",15,4,2,2,2,2,4
"Otu1724",2,2,4,4,4,9,4
"Otu1725",2,2,2,4,2,2,4
"Otu1726",44,4,8,4,2,2,10
"Otu1727",2,6,2,2,2,2,8
"Otu1728",2,2,2,2,2,2,4
"Otu1729",13,2,6,13,6,2,5879
"Otu1730",6,2,2,4,6,1,4
"Otu1731",49,4,2,6,4,2,77958
"Otu1732",15,4,2,4,2,2,2
"Otu1733",6,2,2,2,2,2,2
"Otu1734",8,4,2,6,7,17,31
"Otu1735",2,6,2,6,2,4,2
"Otu1736",74,2,2,2,2,2,11
"Otu1737",22,8,2,2,2,2,3
"Otu1738",2,2,9,2,20,4,4
"Otu1739",6,2,3,2,12,13,2
"Otu1740",6,2,2,2,2,2,9
"Otu1741",2,5,4,8,4,2,6
"Otu1742",4,2,2,2,22,4,18
"Otu1743",4,2,2,6,4,9,2
"Otu1744",5,4,2,2,2,6,7
"Otu1745",13,2,2,8,2,3,2
"Otu1746",74,2,2,2,2,4,8
"Otu1747",2,2,3,8,2,6,2
"Otu1748",8,2,2,2,15,2,4
"Otu1749",4,2,2,2,2,4,3
"Otu1750",8,4,2,2,2,2,5
"Otu1751",3,2,2,2,2,2,4
"Otu1752",2,2,7,5,2,4,4
"Otu1753",2,2,4,2,18,2,6
"Otu1754",11,14,2,2,23,2,6
"Otu1755",8,2,2,2,2,4,2
"Otu1756",2,11,2,4,2,2,2
"Otu1757",2,6,2,4,2,9,2
"Otu1758",8,8,2,2,2,17,6
"Otu1759",6,4,2,2,2,9,11
"Otu1760",4,4,2,2,22,13,116
"Otu1761",6,2,2,9,11,2,5
"Otu1762",5,7,6,8,2,9,5
"Otu1763",2,2,2,4,2,4,5
"Otu1764",2,2,2,2,2,2,6
"Otu1765",6,2,2,2,2,2,2
"Otu1766",6,4,2,2,2,17,2
"Otu1767",6,4,2,2,39,2,6
"Otu1768",6,2,2,4,2,2,4
"Otu1769",2,4,10,5,7,2,6
"Otu1770",4,2,2,2,2,2,4
"Otu1771",14,4,3,2,2,2,4
"Otu1772",2,2,4,4,4,9,5
"Otu1773",2,70,9,5,2,2,6
"Otu1774",6,2,2,2,2,2,11
"Otu1775",8,6,8,2,2,4,6
"Otu1776",25,8,5,6,2,2,4
"Otu1777",5,3,4,8,11,2,6
"Otu1778",4,4,2,2,17,2,2
"Otu1779",4,5,2,2,2,1,2
"Otu1780",2,6,2,4,2,2,3
"Otu1781",2,6,13,16,2,2,5
"Otu1782",3,4,2,64,9,2,42
"Otu1783",2,6,2,4,2,2,3
"Otu1784",2,6,2,4,2,2,2
"Otu1785",6,2,2,2,3,9,3
"Otu1786",6,2,20,19,2,3,7
"Otu1787",2,2,4,2,2,2,10
"Otu1788",2,2,2,2,12,4,2
"Otu1789",2,11,4,2,6,2,4
"Otu1790",4,6,2,2,2,1,7
"Otu1791",3,6,2,7,2,2,4
"Otu1792",6,2,4,6,7,6,6
"Otu1793",2,3,4,2,7,11,10
"Otu1794",3,2,2,2,2,2,9
"Otu1795",2,9,4,2,2,23,8
"Otu1796",266,654,288,29,2,2,4
"Otu1797",1,4,2,2,4,2,4
"Otu1798",4,2,4,6,5,1,2
"Otu1799",6,2,4,4,2,3,4
"Otu1800",2,6,3,2,2,3,3
"Otu1801",8,2,2,2,4,2,3
"Otu1802",6,2,2,2,2,1,11
"Otu1803",4,3,497,644,190,2,2
"Otu1804",2,2,6,5,6,2,2
"Otu1805",41,120,3594,3764,240,21,6
"Otu1806",4,12,2,2,2,6,2
"Otu1807",6,2,2,4,3,4,2
"Otu1808",2,2,6,10,4,4,31
"Otu1809",10,5,2,4,2,6,2
"Otu1810",3,3,2,4,4,9,2
"Otu1811",6,9,8,11,2,2,2
"Otu1812",14,13,2,2,2,6,4
"Otu1813",2,2,11,2,2,2,6
"Otu1814",5,2,2,2,4,4,3
"Otu1815",2,6,2,2,5,1,9
"Otu1816",2,2,3,4,2,29,14
"Otu1817",2,6,2,2,4,2,5
"Otu1818",2,4,2,2,2,4,7
"Otu1819",2,4,2,2,12,53,6
"Otu1820",4,2,2,4,4,9,4
"Otu1821",14,2,2,2,2,2,3
"Otu1822",6,2,2,12,2,2,32
"Otu1823",6,2,2,16,19,4,2
"Otu1824",4,2,3,2,2,9,22
"Otu1825",12,2,4,2,2,6,3
"Otu1826",6,8,3,8,2,21,3
"Otu1827",3,5,2,3,2,2,6
"Otu1828",4,3531,2104,949,204,4,2
"Otu1829",2,2,2,2,23,6,18
"Otu1830",79,2,2,2,2,6,4
"Otu1831",6,2,2,4,5,1,20
"Otu1832",2,2,2,2,2,2,4
"Otu1833",6,2,2,2,2,17,5
"Otu1834",2,5,3,4,2,2,4
"Otu1835",3,2,2,2,2,2,11
"Otu1836",5,2,2,2,2,2,9
"Otu1837",2,3,2,2,2,3,5
"Otu1838",2,2,6,4,2,4,5
"Otu1839",11,2,2,24,1,2,5
"Otu1840",5,42,6,3,2,69,4
"Otu1841",39,5,2,2,2,2,4
"Otu1842",2,5,2,2,2,29,4
"Otu1843",2,2,5,2,2,2,2
"Otu1844",7,2,5,95,67,2,2
"Otu1845",2,2,5,2,8,2,116
"Otu1846",5,2,2,2,5,2,117
"Otu1847",4,4,5,6,2,4,3
"Otu1848",39,3,12,15,9,9,5
"Otu1849",14,5,2,2,22,12,18
"Otu1850",22,5,2,4,13,2,4
"Otu1851",593,3430,1720,302,48,1048,5
"Otu1852",3,2,2,3,2,9,2
"Otu1853",809,2,15,33,8,2,5
"Otu1854",14,5,6,11,15,2,2
"Otu1855",5,4,2,2,4,1,11
"Otu1856",5,3,37,14,39,57,2
"Otu1857",2,2,3,4,7,2,4
"Otu1858",2,2,4,5,2,5,2
"Otu1859",2,5,566,758,261,79,2
"Otu1860",206,2,3,9,2,6,55
"Otu1861",5,2,2,9,13,2,77958
"Otu1862",5,3,2,3,36,14,32
"Otu1863",22,6,2,4,2,4,3
"Otu1864",6,5,2,2,4,23,12
"Otu1865",5,5,566,564,159,2,2
"Otu1866",12,3,5,2,2,2,6
"Otu1867",2,5,2,5,2,4,2
"Otu1868",2,2,3,2,2,1,22
"Otu1869",2,5,3,2,15,4,2
"Otu1870",13,4,45,3,2,277,2
"Otu1871",5,2,3,2,2,9,4
"Otu1872",2,2,3,4,2,21,5
"Otu1873",2,5,3,2,5,8,9
"Otu1874",5,3,3,4,20,4,10
"Otu1875",5,4,2,7,8,21,3
"Otu1876",5,5,2,2,1,6,2
"Otu1877",2,5,825,618,400,4,92
"Otu1878",2,5,4,6,2,4,7
"Otu1879",2,2,12,16,5,2,4
"Otu1880",4,2,28,32,2,4,5
"Otu1881",2,27,4,3,2,4,2
"Otu1882",2,5,2,2,2,17,6
"Otu1883",5,5,4,2,7,2,10
"Otu1884",5,2,2,2,4,2,4
"Otu1885",2,5,4,2,3,2,3
"Otu1886",8,5,2,2,2,1,7
"Otu1887",2,5,2,2,10,2,2
"Otu1888",44,5,20,29,4,6,7
"Otu1889",5,2,2,2,47,156,2
"Otu1890",5,2,15,3,20,6,5
"Otu1891",5,2,36,2,2,2,26
"Otu1892",2,3,2,2,4,2,2
"Otu1893",5,6,28,13,7,2,6
"Otu1894",79,5,4,4,2,9,2
"Otu1895",2,5,2,4,2,2,2
"Otu1896",13,2,2,3,4,4,4
"Otu1897",2,2,2,2,4,2,5
"Otu1898",2,4,2,2,3,2,9
"Otu1899",5,5,2,6,2,2,2
"Otu1900",3,5,4,5,2,6,5
"Otu1901",2,5,7,9,2,6,2
"Otu1902",4,5,2,2,2,29,5
"Otu1903",5,8,2,18,2,17,91
"Otu1904",6,5,2,4,2,2,5
"Otu1905",4,6,5,6,2,2,12
"Otu1906",4,2,3,2,2,9,117
"Otu1907",3,3,2,2,2,29,20
"Otu1908",1271,14,2,25,15,4,5
"Otu1909",3,5,2,3,4,17,5
"Otu1910",2,2,5,5,8,2,117
"Otu1911",5,4,5,6,2,4,5
"Otu1912",2,3,3,2,2,4,22
"Otu1913",4,5,3,2,2,1,9
"Otu1914",74,2,5,4,6,2,4
"Otu1915",22,67,35,6,2,30,5
"Otu1916",2,2,2,2,2,5,5
"Otu1917",5,6,5,2,2,2,6
"Otu1918",872,2,2,16,4,2,5
"Otu1919",2,2,5,2,2,2,2
"Otu1920",2,18,2,3,6,6,2
"Otu1921",2,2,5,2,2,2,2
"Otu1922",2,2,4,8,3,9,5
"Otu1923",4,2,2,2,2,1,11
"Otu1924",91,4,92,98,13,2,4
"Otu1925",2,2,4,2,2,2,6
"Otu1926",4,2,26,47,1268,356,66
"Otu1927",4,2,5,5,2,2,7
"Otu1928",13,2,3,2,12,4,2
"Otu1929",4,21,4,2,4,6,3
"Otu1930",2,2,2,2,2,4,9
"Otu1931",2,2,2,5,2,2,4
"Otu1932",2,2,2,2,22,4,6
"Otu1933",4,6,4,6,10,2,6
"Otu1934",4,3,2,2,3,9,11
"Otu1935",6,2,2,4,2,4,12
"Otu1936",2,8,4,2,7,2,10
"Otu1937",8,3,4,2,2,4,3
"Otu1938",2,2,2,2,2,2,4
"Otu1939",2,4,4,6,2,2,3
"Otu1940",4,2,2,2,2,2,4
"Otu1941",2,2,2,2,2,1,4
"Otu1942",2,2,2,3,3,17,2
"Otu1943",2,4,2,2,2,21,2
"Otu1944",20,4,16,9,3,6,8
"Otu1945",13,2,2,2,22,4,6
"Otu1946",462,2,262,138,5,4,29
"Otu1947",2,2,10,4,2,2,2
"Otu1948",19,2,2,6,2,4,4
"Otu1949",2,27,2,11,19,9,4
"Otu1950",2,3,4,2,15,7,8
"Otu1951",2,2,2,2,4,9,9
"Otu1952",2,2,2,2,4,9,4
"Otu1953",2,2,2,2,6,2,22
"Otu1954",4,15,22,4,3,4,9
"Otu1955",2,2,2,2,4,4,4
"Otu1956",4,2,2,2,2,23,5
"Otu1957",6,4,2,3,2,4,2
"Otu1958",3,2,5,2,8,4,18
"Otu1959",2,7,1,4,2,3,31
"Otu1960",2,4,2,36,53,2,2
"Otu1961",74,3,4,2,2,2,2
"Otu1962",2,4,36,13,2,8,6
"Otu1963",2,2,32,17,2,2,4
"Otu1964",79,2,2,8,2,2,2
"Otu1965",6,4,4,2,8,13,10
"Otu1966",74,2,2,2,2,2,8
"Otu1967",74,4,4,2,2,9,3
"Otu1968",3,2,2,2,22,8,18
"Otu1969",14,2,2,2,2,2,11
"Otu1970",2,2,4,5,4,2,7
"Otu1971",7,2,2,7,2,3,2
"Otu1972",2,2,2,2,2,23,2
