"Saanich_010"	"Saanich_100"	"Saanich_120"	"Saanich_135"	"Saanich_150"	"Saanich_165"	"Saanich_200"
"Asv1926"	0	86	38	71	0	0	0
"Asv1927"	0	0	60	0	0	0	0
"Asv1928"	0	0	0	0	0	0	40
"Asv1929"	0	0	0	0	0	0	44
"Asv1930"	0	0	0	0	0	0	12
"Asv1931"	0	34	0	0	0	0	0
"Asv1932"	0	0	0	0	0	0	31
"Asv1933"	0	0	0	0	0	0	25
"Asv1934"	69	0	0	0	0	0	0
"Asv1935"	896	146	53	83	23	37	0
"Asv1936"	0	0	0	0	0	0	1335
"Asv1937"	0	0	0	0	0	0	9
"Asv1938"	16	0	0	0	0	0	0
"Asv1939"	0	0	0	17	36	0	0
"Asv1940"	89	0	0	49	0	0	0
"Asv1941"	0	25	0	0	0	0	0
"Asv1942"	0	0	0	0	0	0	4
"Asv1943"	0	0	0	0	0	49	0
"Asv1944"	0	0	43	0	0	0	0
"Asv1945"	0	73	55	43	15	12	0
"Asv1946"	0	0	10	0	0	0	0
"Asv1947"	0	106	0	0	0	0	0
"Asv1948"	0	0	8	0	0	0	0
"Asv1949"	0	31	36	0	0	0	0
"Asv1950"	1627	554	294	272	77	58	0
"Asv1951"	71	340	213	77	93	81	0
"Asv1952"	0	0	0	0	9	0	0
"Asv1953"	0	0	15	0	0	0	0
"Asv1954"	0	0	0	0	0	0	135
"Asv1955"	22	0	0	0	0	0	0
"Asv1956"	59	0	0	0	0	0	0
"Asv1957"	6	0	0	0	0	0	0
"Asv1958"	0	0	9	0	0	0	0
"Asv1959"	0	165	138	64	37	188	0
"Asv1960"	0	0	0	0	0	0	3
"Asv1961"	23	394	210	70	75	0	0
"Asv1962"	16	0	0	0	17	0	0
"Asv1963"	0	0	0	0	0	43	0
"Asv1964"	6	55	0	0	0	0	0
"Asv1965"	0	27	45	0	29	42	0
"Asv1966"	0	20	0	0	0	0	0
"Asv1967"	0	0	0	0	8	0	0
"Asv1968"	0	33	0	0	0	0	0
"Asv1969"	33	0	0	0	0	0	0
"Asv1970"	0	24	0	17	0	0	0
"Asv1971"	75	0	14	0	0	0	0
"Asv1972"	0	0	0	0	0	0	32
"Asv1973"	0	0	0	0	0	0	51
"Asv1974"	0	0	0	0	0	0	47
"Asv1975"	0	0	0	0	0	0	74
"Asv1976"	0	0	8	0	11	38	0
"Asv1977"	0	0	0	0	0	0	38
"Asv1978"	0	0	0	6	0	0	0
"Asv1979"	0	0	35	0	0	0	0
"Asv1980"	28	0	0	0	0	0	0
"Asv1981"	0	0	0	0	0	0	69
"Asv1982"	0	0	0	27	0	0	0
"Asv1983"	0	41	0	0	0	0	0
"Asv1984"	0	19	0	0	0	0	0
"Asv1985"	0	0	0	0	0	0	15072
"Asv1986"	0	0	45	0	0	0	0
"Asv1987"	0	0	0	0	0	0	26
"Asv1988"	0	32	0	0	0	0	0
"Asv1989"	48	934	439	309	141	57	0
"Asv1990"	63	97	110	43	32	28	0
"Asv1991"	15	0	27	0	0	0	0
"Asv1992"	0	24	0	0	0	0	0
"Asv1993"	0	0	0	0	28	0	0
"Asv1994"	17	0	0	0	0	0	0
"Asv1995"	0	0	0	0	19	0	0
"Asv1996"	0	0	0	0	0	0	12
"Asv1997"	0	0	23	11	0	0	0
"Asv1998"	0	23	0	0	11	0	0
"Asv1999"	178	0	0	0	0	9	0
"Asv2000"	0	0	0	13	0	0	0
"Asv2001"	0	0	0	0	0	0	58
"Asv2002"	0	0	0	0	0	14	0
"Asv2003"	19	0	0	0	0	0	0
"Asv2004"	316	3238	3616	2062	1172	592	0
"Asv2005"	75	358	192	115	43	46	0
"Asv2006"	0	0	0	0	0	0	40
"Asv2007"	271	0	70	84	22	0	0
"Asv2008"	0	0	0	0	0	0	25
"Asv2009"	0	0	27	0	0	0	0
"Asv2010"	0	0	0	28	0	0	0
"Asv2011"	0	0	0	0	0	0	53
"Asv2012"	6	30	0	0	0	0	0
"Asv2013"	0	25	0	0	0	0	0
"Asv2014"	25	0	0	0	26	0	0
"Asv2015"	0	0	0	0	0	0	24
"Asv2016"	68	27	49	0	0	0	0
"Asv2017"	0	0	11	0	0	0	0
"Asv2018"	105	0	43	0	26	0	0
"Asv2019"	0	0	0	0	0	0	13
"Asv2020"	0	0	0	36	0	0	0
"Asv2021"	0	0	0	0	0	0	47
"Asv2022"	0	44	0	66	0	0	0
"Asv2023"	0	43	27	34	27	42	0
"Asv2024"	0	76	45	58	48	38	0
"Asv2025"	171	792	452	233	110	83	0
"Asv2026"	0	0	0	0	0	0	60
"Asv2027"	0	0	0	0	0	0	19
"Asv2028"	0	0	0	0	0	0	31
"Asv2029"	0	0	0	0	0	0	2630
"Asv2030"	0	0	14	28	0	51	0
"Asv2031"	0	17	52	0	11	0	0
"Asv2032"	305	0	0	0	32	0	0
"Asv2033"	0	0	0	0	0	0	589
"Asv2034"	0	0	0	13	0	0	0
"Asv2035"	0	0	0	0	0	7	0
"Asv2036"	0	0	0	32	0	0	0
"Asv2037"	0	0	0	0	0	0	11
"Asv2038"	0	0	0	0	0	21	0
"Asv2039"	0	0	0	51	0	0	0
"Asv2040"	0	0	0	0	0	0	40
"Asv2041"	0	18	0	0	0	0	0
"Asv2042"	0	0	0	0	11	0	0
"Asv2043"	0	0	18	22	0	24	0
"Asv2044"	326	140	64	59	77	0	0
"Asv2045"	0	104	87	45	0	0	0
"Asv2046"	0	34	28	0	49	36	0
"Asv2047"	0	0	46	0	0	0	0
"Asv2048"	0	0	31	0	0	0	0
"Asv2049"	0	0	0	0	0	0	60
"Asv2050"	24	0	0	0	0	0	0
"Asv2051"	290	635	467	218	114	85	0
"Asv2052"	61	0	0	0	0	0	0
"Asv2053"	0	0	11	6	0	27	0
"Asv2054"	0	0	6	10	0	0	0
"Asv2055"	0	0	3	0	0	0	0
"Asv2056"	0	0	0	14	0	0	0
"Asv2057"	0	0	0	0	0	0	44
"Asv2058"	0	0	0	0	0	0	17
"Asv2059"	169	585	293	114	40	27	0
"Asv2060"	0	0	0	0	0	0	48
"Asv2061"	0	289	302	153	57	0	0
"Asv2062"	52	121	76	32	35	0	0
"Asv2063"	0	0	0	0	17	0	0
"Asv2064"	93	46	75	63	0	0	0
"Asv2065"	0	32	0	0	0	0	0
"Asv2066"	0	0	0	0	0	0	37
"Asv2067"	0	0	56	0	14	68	0
"Asv2068"	0	0	0	0	0	0	20
"Asv2069"	0	0	0	0	0	0	43
"Asv2070"	0	0	0	0	0	0	11
"Asv2071"	0	83	54	34	37	0	0
"Asv2072"	0	0	0	0	0	0	38
"Asv2073"	0	42	37	0	0	0	0
"Asv2074"	0	0	13	13	12	0	0
"Asv2075"	0	0	22	0	0	0	0
"Asv2076"	11	0	0	0	0	0	0
"Asv2077"	0	22	0	0	0	0	0
"Asv2078"	0	56	0	0	0	0	0
"Asv2079"	0	0	0	0	0	0	86
"Asv2080"	0	25	21	0	0	0	0
"Asv2081"	0	0	0	0	4	0	0
"Asv2082"	0	0	17	0	0	0	0
"Asv2083"	21	0	0	0	0	0	0
"Asv2084"	18	0	0	0	0	0	0
"Asv2085"	0	41	21	64	0	0	0
"Asv2086"	0	0	0	55	0	0	0
"Asv2087"	14	0	0	0	0	0	0
"Asv2088"	0	0	0	0	0	0	30
"Asv2089"	0	0	0	0	0	0	9
"Asv2090"	0	0	0	5	0	0	0
"Asv2091"	0	71	92	82	81	89	0
"Asv2092"	0	7	0	0	0	0	0
"Asv2093"	0	129	75	35	0	0	0
"Asv2094"	0	0	21	22	10	0	0
"Asv2095"	0	0	0	0	0	11	0
"Asv2096"	9	40	102	81	125	443	0
"Asv2097"	0	199	159	47	32	52	0
"Asv2098"	0	0	0	0	3	0	0
"Asv2099"	0	40	66	97	143	38	0
"Asv2100"	0	0	22	0	0	0	0
"Asv2101"	0	0	61	0	0	0	0
"Asv2102"	0	0	0	0	0	0	44
"Asv2103"	0	0	0	0	0	0	14
"Asv2104"	29	24	63	14	0	0	0
"Asv2105"	0	0	0	0	0	0	11
"Asv2106"	0	0	0	0	41	38	0
"Asv2107"	0	40	0	0	0	0	0
"Asv2108"	0	0	0	0	0	0	28
"Asv2109"	0	0	0	0	0	0	33
"Asv2110"	0	0	0	53	29	0	0
"Asv2111"	0	57	70	34	28	57	0
"Asv2112"	0	0	0	0	0	0	106
"Asv2113"	34	0	29	0	29	0	0
"Asv2114"	0	0	0	0	0	0	39
"Asv2115"	0	0	0	0	0	0	43
"Asv2116"	0	65	30	46	0	0	0
"Asv2117"	37	34	40	0	0	0	0
"Asv2118"	27	5	0	0	0	0	0
"Asv2119"	0	0	0	0	0	0	27
"Asv2120"	68	0	0	0	0	0	0
"Asv2121"	0	0	0	0	0	0	30
"Asv2122"	0	0	0	0	0	0	65
"Asv2123"	126	716	602	344	142	36	0
"Asv2124"	0	0	0	0	0	0	23
"Asv2125"	0	70	0	0	0	0	0
"Asv2126"	0	0	0	0	0	0	68
"Asv2127"	0	34	0	0	0	0	0
"Asv2128"	0	0	65	36	26	0	0
"Asv2129"	19	0	0	0	0	0	0
"Asv2130"	34	235	144	68	36	20	0
"Asv2131"	0	0	0	0	0	0	37
"Asv2132"	0	494	795	1066	864	158	0
"Asv2133"	0	0	0	0	0	0	42
"Asv2134"	0	0	0	0	0	0	20
"Asv2135"	37	0	0	0	0	0	0
"Asv2136"	0	0	0	0	0	69	0
"Asv2137"	0	0	22	0	0	0	0
"Asv2138"	20	36	35	0	41	11	0
"Asv2139"	0	0	37	0	17	0	0
"Asv2140"	0	0	0	0	0	0	133
"Asv2141"	0	0	0	36	0	0	0
"Asv2142"	0	0	0	0	15	0	0
"Asv2143"	464	0	0	40	62	0	0
"Asv2144"	0	0	0	0	0	3	0
"Asv2145"	0	54	50	48	49	0	0
"Asv2146"	0	0	0	0	0	19	0
"Asv2147"	0	0	0	15	0	23	0
"Asv2148"	106	179	58	43	0	25	0
"Asv2149"	17	0	0	0	0	0	0
"Asv2150"	0	75	0	0	0	0	0
"Asv2151"	0	0	0	0	0	21	0
"Asv2152"	0	0	0	0	0	0	31
"Asv2153"	0	0	25	0	0	0	0
"Asv2154"	0	0	18	0	0	0	0
"Asv2155"	0	0	0	0	0	0	12
"Asv2156"	0	0	10	0	0	0	0
"Asv2157"	0	8	0	0	0	26	0
"Asv2158"	44	0	0	0	0	0	0
"Asv2159"	0	0	3	0	0	0	0
"Asv2160"	0	0	0	0	43	0	0
"Asv2161"	0	0	7	0	0	0	0
"Asv2162"	11	24	30	0	49	0	0
"Asv2163"	0	0	15	0	0	0	0
"Asv2164"	0	0	27	0	0	0	0
"Asv2165"	23	0	0	0	0	0	0
"Asv2166"	9	68	94	32	24	26	0
"Asv2167"	0	0	0	0	6	0	0
"Asv2168"	0	0	0	24	0	0	0
"Asv2169"	0	102	103	57	55	70	0
"Asv2170"	0	0	0	0	0	39	0
"Asv2171"	0	28	0	0	0	0	0
"Asv2172"	0	0	0	0	0	0	98
"Asv2173"	0	0	21	7	0	0	0
"Asv2174"	0	35	17	0	0	0	0
"Asv2175"	0	53	48	50	0	0	0
"Asv2176"	0	0	22	0	0	0	0
"Asv2177"	39	0	0	0	0	0	0
"Asv2178"	0	0	0	0	4	0	0
"Asv2179"	9	0	0	0	0	0	0
"Asv2180"	0	0	0	39	0	38	0
"Asv2181"	0	0	0	0	0	0	24
"Asv2182"	0	0	0	0	0	0	53
"Asv2183"	0	22	0	0	0	0	0
"Asv2184"	334	0	0	77	0	20	0
"Asv2185"	0	0	37	0	0	0	0
"Asv2186"	0	27	0	41	49	69	0
"Asv2187"	0	0	0	0	0	0	18
"Asv2188"	13	0	0	0	0	0	0
"Asv2189"	0	0	0	0	0	0	10
"Asv2190"	0	0	0	0	6	0	0
"Asv2191"	0	0	48	68	96	56	0
"Asv2192"	0	0	0	0	0	0	47
"Asv2193"	0	0	50	0	0	0	0
"Asv2194"	0	0	0	0	28	0	0
"Asv2195"	0	63	0	0	0	0	0
"Asv2196"	0	0	0	0	0	0	8
"Asv2197"	27	0	0	0	0	0	0
"Asv2198"	0	0	0	0	0	0	14
"Asv2199"	0	35	85	0	0	0	0
"Asv2200"	70	908	402	113	25	0	0
"Asv2201"	0	21	0	22	0	0	0
"Asv2202"	0	0	0	0	0	0	66
"Asv2203"	0	0	0	0	0	0	17
"Asv2204"	50	0	0	0	0	0	0
"Asv2205"	0	0	0	0	0	0	19
"Asv2206"	362	298	167	94	31	35	0
"Asv2207"	0	0	21	0	0	0	0
"Asv2208"	1821	294	192	194	75	72	0
"Asv2209"	32	0	0	0	0	0	0
"Asv2210"	0	0	0	0	0	36	0
"Asv2211"	0	0	0	0	0	0	13
"Asv2212"	0	0	0	0	0	8	0
"Asv2213"	0	0	35	0	0	0	0
"Asv2214"	0	0	0	0	0	0	1230
"Asv2215"	0	17	0	0	0	0	0
"Asv2216"	0	0	0	0	0	41	0
"Asv2217"	56	0	0	0	0	0	0
"Asv2218"	269	23	0	47	0	0	0
"Asv2219"	44	0	0	0	0	0	0
"Asv2220"	0	63	0	28	0	0	0
"Asv2221"	0	81	48	76	0	0	0
"Asv2222"	0	0	54	0	0	0	0
"Asv2223"	0	0	0	8	0	0	0
"Asv2224"	0	0	0	0	11	0	0
"Asv2225"	0	0	0	0	0	0	69
"Asv2226"	0	0	0	0	0	0	27
"Asv2227"	0	0	15	0	0	0	0
"Asv2228"	5	0	0	0	0	0	0
"Asv2229"	0	0	0	0	0	0	27249
"Asv2230"	0	0	0	34	18	0	0
"Asv2231"	14	0	0	0	0	0	0
"Asv2232"	0	0	0	0	0	0	28
"Asv2233"	0	0	38	28	0	0	0
"Asv2234"	121	0	0	0	0	0	0
"Asv2235"	0	0	0	0	0	61	0
"Asv2236"	0	0	0	0	0	0	19
"Asv2237"	0	114	202	176	111	389	0
"Asv2238"	0	0	0	14	0	0	0
"Asv2239"	17	66	85	31	21	72	0
"Asv2240"	44	0	0	0	0	0	0
"Asv2241"	0	0	61	0	0	0	0
"Asv2242"	0	0	0	0	0	0	55
"Asv2243"	34	0	40	0	0	0	0
"Asv2244"	0	0	0	0	45	89	0
"Asv2245"	222	0	0	0	0	0	0
"Asv2246"	0	0	0	0	0	0	67
"Asv2247"	0	0	0	0	0	8	0
"Asv2248"	0	0	0	0	0	0	11
"Asv2249"	619	1130	703	508	269	46	0
"Asv2250"	0	31	33	0	0	0	0
"Asv2251"	0	0	0	10	18	109	0
"Asv2252"	0	104	63	47	0	0	0
"Asv2253"	0	0	6	0	0	0	0
"Asv2254"	0	0	0	0	0	0	41
"Asv2255"	0	84	63	31	63	46	0
"Asv2256"	0	45	85	38	54	25	0
"Asv2257"	0	0	7	0	0	0	0
"Asv2258"	0	0	0	0	0	0	35
"Asv2259"	45	0	0	0	0	0	0
"Asv2260"	0	0	0	0	0	0	11
"Asv2261"	0	47	28	0	37	0	0
"Asv2262"	0	0	0	0	27	0	0
"Asv2263"	23	0	0	0	0	0	0
"Asv2264"	0	0	22	0	0	0	0
"Asv2265"	45	0	0	0	0	0	0
"Asv2266"	0	0	0	0	0	0	4
"Asv2267"	0	0	0	13	0	0	0
"Asv2268"	0	20	16	0	0	0	0
"Asv2269"	9	78	85	38	21	24	0
"Asv2270"	0	0	0	0	0	30	0
"Asv2271"	0	0	0	0	0	0	8
"Asv2272"	0	0	0	0	44	0	0
"Asv2273"	0	0	0	0	0	14	0
"Asv2274"	44	34	28	0	0	44	0
"Asv2275"	0	0	0	0	0	52	0
"Asv2276"	0	99	33	34	0	0	0
"Asv2277"	0	0	0	0	0	6	0
"Asv2278"	0	0	6	0	0	0	0
"Asv2279"	0	0	0	0	0	63	0
"Asv2280"	0	0	0	0	0	0	38
"Asv2281"	0	257	164	81	67	195	0
"Asv2282"	19	0	0	0	0	0	0
"Asv2283"	0	0	32	0	0	0	0
"Asv2284"	0	0	0	0	33	0	0
"Asv2285"	0	0	0	0	49	0	0
"Asv2286"	0	0	0	0	6	0	0
"Asv2287"	0	0	0	0	30	0	0
"Asv2288"	21	0	0	0	0	0	0
"Asv2289"	0	49	56	36	0	0	0
"Asv2290"	50	0	0	0	11	0	0
"Asv2291"	0	0	0	0	0	36	0
"Asv2292"	0	0	6	0	0	21	0
"Asv2293"	0	20	59	0	0	0	0
"Asv2294"	0	0	0	0	0	0	25
"Asv2295"	0	43	60	35	0	0	0
"Asv2296"	0	0	0	0	0	0	45
"Asv2297"	0	65	34	0	0	32	0
"Asv2298"	0	0	0	0	0	5	0
"Asv2299"	7	48	44	0	0	0	0
"Asv2300"	0	0	0	0	0	0	21
"Asv2301"	5276	1365	632	494	150	122	0
"Asv2302"	0	0	0	0	0	0	12
"Asv2303"	0	0	0	32	0	0	0
"Asv2304"	330	85	47	49	0	44	0
"Asv2305"	10	0	0	0	63	16	0
"Asv2306"	0	3	0	0	0	0	0
"Asv2307"	0	0	0	0	8	0	0
"Asv2308"	0	0	0	0	0	0	19
"Asv2309"	20	81	68	39	25	0	0
"Asv2310"	0	37	0	0	0	0	0
"Asv2311"	0	0	21	0	0	0	0
"Asv2312"	140	0	0	0	0	0	0
"Asv2313"	0	101	40	60	0	0	0
"Asv2314"	0	52	35	0	36	0	0
"Asv2315"	0	0	0	0	0	0	27
"Asv2316"	0	30	0	0	54	0	0
"Asv2317"	0	0	0	0	0	0	315
"Asv2318"	0	0	0	0	0	0	14
"Asv2319"	0	0	0	0	0	0	15
"Asv2320"	40	144	82	38	0	0	0
"Asv2321"	0	19	0	0	0	0	0
"Asv2322"	0	0	0	0	0	0	53
"Asv2323"	0	48	39	0	0	0	0
"Asv2324"	0	0	0	0	0	0	39
"Asv2325"	45	27	0	0	0	0	0
"Asv2326"	0	0	0	0	0	0	51
"Asv2327"	0	0	0	0	0	0	25
"Asv2328"	0	22	0	0	0	0	0
"Asv2329"	0	0	14	0	0	0	0
"Asv2330"	0	0	0	0	0	8	0
"Asv2331"	0	0	0	0	0	0	80
"Asv2332"	0	0	9	0	0	0	0
"Asv2333"	0	73	62	53	0	0	0
"Asv2334"	0	55	0	0	0	0	0
"Asv2335"	0	21	0	7	0	0	0
"Asv2336"	36	0	0	0	0	0	0
"Asv2337"	0	64	40	0	0	0	0
"Asv2338"	45	80	0	26	0	0	0
"Asv2339"	85	0	0	0	0	0	0
"Asv2340"	0	43	90	118	125	141	0
"Asv2341"	0	0	0	0	0	0	12
"Asv2342"	0	34	37	46	32	0	0
"Asv2343"	0	0	0	0	0	0	21
"Asv2344"	0	11	0	0	0	0	0
"Asv2345"	0	0	0	0	0	0	410
"Asv2346"	0	0	0	0	0	0	30
"Asv2347"	30	0	0	20	0	0	0
"Asv2348"	0	0	0	20	22	0	0
"Asv2349"	0	38	0	0	0	0	0
"Asv2350"	45	0	0	0	0	0	0
"Asv2351"	0	0	0	0	0	6	0
